STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA
24,100000080006010,1,3,1,00006,0,05,017,00000,'ZEKIAH SWAMP',NULL,'MD 6','0.04 M W OF BR NO 0800500',99.99,48.56,1,2000600000,0,38.00000,-70.00000,56,3,01,01,06,1929,2,0,12432,2009,5,13.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,11,0,00,1,0,13.4,20.4,21,0,0,13.4,14.3,99.99,N,0,N,99.9,0,6,6,6,8,N,1,63,1,37.6,6,6,N,5,9,8,NULL,NULL,NULL,1219,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,1970,1,6,0,0,8,0,5,Y,8,17132,2029,NULL,N,24,F,6,300.3
24,100000080044010,1,3,1,00234,0,05,017,00000,'MIRANT POWER COMPANY',NULL,'MD 234','0.19 MILE EAST OF US 301',99.99,0.306,1,2023400000,0,38.00000,-70.00000,48,3,01,01,06,1967,2,0,6741,2009,5,14.6,0,14,0,1,1,1,1,5,N,0,0,A,1,2,2,01,0,00,5,0,14.3,10.4,46.3,0,0,14.3,15.2,99.99,R,7.01,R,3,0,5,6,6,N,N,1,62.6,1,37.2,6,9,4,5,N,6,NULL,NULL,NULL,1219,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,1,1,0,0,8,0,1,Y,N,8418,2026,NULL,N,24,F,5,703.76
24,100000180001010,1,3,1,00005,0,05,037,00000,'ST CLEMENTS CREEK',NULL,'MD 5','0.72 MILE SOUTH OF MD 238',99.99,55.382,1,2000500000,0,38.00000,-70.00000,6,3,01,01,06,1929,2,0,6450,2009,2,13.4,0,0,0,N,N,1,1,5,0,0,0,A,1,5,1,11,0,00,1,0,13.1,6.1,7.3,0,0,13.1,14,99.99,N,0,N,99.9,0,6,6,6,6,N,1,99.9,1,89.3,6,5,N,5,8,6,NULL,NULL,NULL,1219,24,N,Y48,N,NULL,0817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,1952,1,6,0,0,8,0,5,Y,8,8590,2026,NULL,N,24,F,6,102.2
24,100000180005040,1,3,1,00005,0,05,037,00000,'MOLL DYERS RUN',NULL,'MD 5','1.26 MILES S OF MD 244',99.99,37.731,1,2000500000,0,38.00000,-70.00000,11,3,01,01,06,1937,2,0,12500,2009,4,14.6,0,10,0,1,1,1,1,5,0,0,0,A,1,5,1,07,0,00,1,0,14.6,9.1,10.4,0,0,14.6,15.4,99.99,N,0,N,99.9,0,6,5,7,6,N,1,46.3,1,27.7,5,9,N,5,9,8,NULL,NULL,NULL,1019,12,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,1955,1,6,0,0,8,0,5,Y,8,15277,2026,NULL,N,24,F,5,160.16
24,100000180024010,1,3,1,00244,0,05,037,00000,'POPLAR HILL CREEK',NULL,'MD 244','0.16 M W OF TOWER HILL RD',99.99,9.509,0,2024400000,0,38.00000,-70.00000,10,3,01,01,09,1938,2,0,2190,2009,4,9.1,0,0,0,1,1,1,1,3,0,0,0,A,1,5,3,02,0,00,1,0,7.9,6.4,7,0,0,7.9,9.3,99.99,N,0,N,99.9,0,6,6,6,6,N,1,88.9,1,53.5,6,3,N,5,9,6,35,1,7,1219,24,N,Y48,N,NULL,0819,NULL,42,4,46,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,1,6,0,0,8,0,5,Y,8,3125,2026,NULL,N,24,F,6,65.1
24,200000WO0207010,1,4,1,00028,0,01,047,73075,'NASSAWANGO CREEK',NULL,'NASSAWANGO ROAD','2.05 MI SW OF MD 12',99.99,3.379,0,NULL,0,38.00000,-70.00000,3,3,02,02,07,1998,2,0,900,2010,9,5.5,0,0,0,1,0,0,0,5,0,0,0,A,1,5,7,01,0,00,8,0,6.7,4.6,34.7,0,0,6.7,7.3,99.99,N,0,N,99.9,0,7,7,7,6,N,2,56.2,2,41.3,7,4,N,5,6,5,38,1,NULL,919,24,N,Y48,N,NULL,0917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,5,1100,2030,NULL,N,24,G,7,253.31
24,200000WO0213010,1,4,1,00026,0,01,047,00000,'POCOMOKE RIVER',NULL,'PORTERS CROSSING R','0.95 MI E OF MD 354',99.99,1.593,0,NULL,0,38.00000,-70.00000,10,3,02,02,09,1990,2,0,234,2015,5,6.7,0,0,0,1,0,1,0,5,0,0,0,P,1,5,7,01,0,00,6,0,6.9,4.6,28,0,0,6.9,7.2,99.99,N,0,N,99.9,0,6,6,6,7,N,2,35.4,2,25.4,6,4,N,3,7,8,NULL,NULL,NULL,919,12,N,Y48,N,NULL,0917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,8,286,2035,NULL,N,24,F,6,201.6
24,200000WO0303010,1,4,1,00143,0,01,047,00000,'TRAPPE CREEK',NULL,'HARRISON ROAD','0.07 MI S OF MD 376',99.99,0.113,NULL,NULL,0,38.00000,-70.00000,10,3,02,02,09,2005,2,0,275,2010,9,6.7,0,0,0,1,1,1,0,5,0,0,0,A,1,5,7,01,0,00,2,0,6.8,4.6,9.8,0,0,6.9,7.3,99.99,N,0,N,99.9,0,7,7,6,7,N,2,60.3,2,44,6,4,N,5,7,3,NULL,NULL,NULL,1019,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,8,0,5,0,5,Y,8,335,2030,NULL,N,24,F,6,71.54
24,200000WO0308010,1,4,1,00135,0,01,047,00000,'NARROW BRANCH',NULL,'TIMMONSTOWN ROAD','0.40 MI NW OF MD 374',99.99,3.894,0,NULL,0,38.00000,-70.00000,16,3,02,02,09,1999,2,0,117,2015,9,6.7,0,0,0,1,1,1,0,5,0,0,0,P,1,5,7,01,0,00,2,0,6.7,3.7,7.3,0,0,6.7,7.1,99.99,N,0,N,99.9,0,6,6,6,6,N,2,38.5,2,27.7,6,4,N,5,7,8,NULL,NULL,NULL,919,12,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,8,143,2035,NULL,N,24,F,6,51.83
24,200000WO0309010,1,4,1,00329,0,01,047,06800,'POCOMOKE RIVER',NULL,'MASSEY CROSSING RD','WOR-WIC CO LINE',99.99,1.319,0,NULL,0,38.00000,-70.00000,16,3,02,02,09,2007,2,0,110,2009,9,6.7,0,0,0,1,1,1,0,5,0,0,0,A,1,5,7,01,0,00,5,0,0.7,7.3,29.9,0,0,6.7,7.3,99.99,N,0,N,99.9,0,7,7,7,6,N,2,45.4,2,32.2,7,4,N,5,7,8,31,1,NULL,1019,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,5,125,2029,NULL,N,24,G,7,218.27
24,200000WO0401010,1,4,1,00120,0,01,047,00000,'COONFOOT BRANCH',NULL,'FIVE MILE BRANCH R','0.76 MI N OF US RTE 113',99.99,1.496,0,NULL,0,38.00000,-70.00000,6,3,02,02,09,2017,2,0,128,2015,0,5.8,0,0,0,1,0,1,1,5,0,0,0,A,1,5,7,01,0,00,3,0,6.7,4.3,12.4,0,0,6.7,7.3,99.99,N,0,N,99.9,0,8,8,8,8,N,8,82.6,8,63.2,8,4,N,5,8,8,38,1,NULL,919,24,N,Y48,N,NULL,0917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,NULL,8,6,0,0,10,0,NULL,Y,5,157,2035,NULL,N,24,G,8,90.52
24,200000WO0402010,1,4,1,00123,0,01,047,00000,'OLD MILL BRANCH',NULL,'QUEPONCO ROAD','3.79 MI N OF US RTE 113',99.99,5.728,0,NULL,0,38.00000,-70.00000,13,3,02,02,09,1994,2,0,130,2010,5,6.7,0,0,0,1,1,1,0,5,0,0,0,A,1,5,7,01,0,00,3,0,6.8,4.3,13.5,0,0,6.8,7.2,99.99,N,0,N,99.9,0,7,7,7,6,N,2,44.9,2,32.7,7,4,N,5,7,3,38,1,NULL,1019,24,N,Y48,N,NULL,1017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,8,150,2030,NULL,N,24,G,7,97.2
24,200000WO0403010,1,4,1,00092,0,01,047,00000,'POCOMOKE RIVER',NULL,'WHITON CROSSING RD','0.19 MILES EAST OF MD 354',99.99,1.207,0,NULL,0,38.00000,-70.00000,16,3,02,02,09,1996,2,0,120,2009,9,6.7,0,0,0,1,0,1,0,5,0,0,0,A,1,5,7,01,0,00,6,0,6.7,5.2,31.4,0,0,6.7,7.3,99.99,N,0,N,99.9,0,6,6,7,6,N,2,53.5,2,38.5,6,4,N,5,8,8,NULL,NULL,0,1019,24,N,Y48,N,NULL,1017,NULL,0,0,0,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,5,140,2029,NULL,N,24,F,6,229.22
24,200000WO0404010,1,4,1,00105,0,01,047,00000,'NINEPIN BRANCH',NULL,'SANDYFIELD ROAD','0.76 MI S OF MD 374',99.99,0.981,0,NULL,0,38.00000,-70.00000,5,3,02,02,09,2002,2,0,90,2009,5,6.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,7,01,0,00,2,0,6.7,5.5,11.9,0,0,6.7,7.3,99.99,N,0,N,99.9,0,7,7,7,7,N,2,67.1,2,49,7,5,N,5,7,8,NULL,NULL,0,1019,24,N,Y48,N,NULL,1017,NULL,0,0,0,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,5,100,2029,NULL,N,24,G,7,86.87
24,200000WO0405010,1,4,1,00131,0,01,047,00000,'NINEPIN BRANCH',NULL,'NINEPIN BRANCH RD','0.42 MI S OF MD 374',99.99,2.655,0,NULL,0,38.00000,-70.00000,5,3,02,02,09,1994,2,0,150,2009,5,6.7,0,0,0,1,1,1,0,5,0,0,0,A,1,5,7,01,0,00,3,0,6.8,4,12.8,0,0,6.8,7.1,99.99,N,0,N,99.9,0,6,6,6,6,N,2,49.9,2,36.3,6,4,N,5,7,8,NULL,NULL,0,1019,24,N,Y48,N,NULL,1017,NULL,0,0,0,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,5,170,2029,NULL,N,24,F,6,90.88
24,200000WO0504010,1,4,1,00255,0,01,047,00000,'CAREYTOWN BRANCH',NULL,'NELSON ROAD','0.15 MI S OF SWAMP ROAD',99.99,0.467,0,NULL,0,38.00000,-70.00000,16,3,02,02,09,2015,2,0,59,2015,0,4.3,0,0,0,1,1,1,0,5,0,0,0,A,1,5,7,01,0,00,3,0,6.8,4.6,11.3,0,0,6.8,7.4,99.99,N,0,N,99.9,0,8,8,7,7,N,8,97.2,8,94,7,N,N,5,9,8,NULL,NULL,NULL,919,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,3,NULL,0,0,NULL,8,7,0,0,5,0,NULL,Y,5,71,2035,NULL,N,24,G,7,83.62
24,200000WO0507010,1,4,1,00335,0,01,047,00000,'CAREY BRANCH',NULL,'HOTEL ROAD','0.13 MI N OF HAMMOND ROAD',99.99,0,0,NULL,0,38.00000,-70.00000,0,3,02,02,09,1989,2,0,106,2015,0,5.2,0,0,0,1,0,1,1,5,0,0,0,P,1,5,7,02,0,00,3,0,6.2,4,9.4,0,0,6.2,6.5,99.99,N,0,N,99.9,0,5,5,4,6,N,2,24.9,2,18.1,4,4,N,1,7,6,NULL,NULL,NULL,919,12,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,7,0,0,5,0,NULL,Y,5,129,2035,NULL,N,24,P,4,61.1
24,200000WO0601010,1,4,1,00016,0,01,047,00000,'NASSAWANGO CREEK',NULL,'MT OLIVE CHURCH RD','1.74 MI SE OF WO',99.99,6.629,0,NULL,0,38.00000,-70.00000,24,3,02,02,09,2001,2,0,155,2010,5,6.7,0,0,0,1,1,1,0,5,0,0,0,A,1,5,7,01,0,00,3,0,6.2,4.3,13.5,0,0,6.8,7.4,99.99,N,0,N,99.9,0,6,6,6,7,N,2,81.6,2,59.9,6,4,N,5,7,8,38,1,13.4,919,24,N,Y48,N,NULL,0917,NULL,250,2300,2550,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,8,170,2030,NULL,N,24,F,6,99.9
24,200000WO0703010,1,4,1,00297,0,01,047,00000,'PUSEY BRANCH',NULL,'WHITESBURG ROAD','0.25 MI N OF SAND ROAD',99.99,4.103,0,NULL,0,38.00000,-70.00000,8,3,02,02,08,1994,2,0,230,2009,5,7.3,0,0,0,1,1,1,0,5,0,0,0,A,1,5,7,01,0,00,5,0,6.8,4,18.3,0,0,6.8,7.1,99.99,N,0,N,99.9,0,7,7,6,6,N,2,63.9,2,46.7,6,4,N,5,7,8,38,NULL,NULL,919,24,N,Y48,N,NULL,0917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,0,5,0,NULL,Y,5,280,2029,NULL,N,24,F,6,129.93
24,200000WO0707010,1,4,1,00298,0,01,047,00000,'DIVIDING CREEK',NULL,'MEADOWBRIDGE RD','WORCESTER/SOMERSET LINE',99.99,1.641,0,NULL,0,38.00000,-70.00000,10,3,02,02,07,2018,2,0,421,2018,0,6.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,7,01,0,00,3,0,6.7,5.5,16.4,0,0,6.7,7.3,99.99,N,0,N,99.9,0,8,8,8,7,N,8,69.7,8,53.5,8,4,N,5,7,8,NULL,NULL,NULL,1019,24,N,Y48,N,NULL,0418,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,NULL,8,6,0,0,5,0,NULL,Y,5,514,2038,NULL,N,24,G,8,119.72
24,200000WO0708010,1,4,1,00010,0,01,047,00000,'PUSEY BRANCH',NULL,'OLD FURNACE ROAD','0.13 MI E OF OLD BEECH RD',99.99,2.832,0,NULL,0,38.00000,-70.00000,8,3,02,02,09,1994,2,0,340,2015,5,6.7,0,0,0,1,1,1,1,5,0,0,0,P,1,5,7,01,0,00,4,0,6.8,4.3,17.7,0,0,6.8,7.2,99.99,N,0,N,99.9,0,7,7,7,6,N,2,35.8,2,25.8,6,4,N,5,7,6,NULL,NULL,NULL,919,12,N,Y48,N,NULL,0917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,8,6,0,8,5,0,NULL,Y,8,415,2035,NULL,N,24,G,7,127.44
24,200000WO0709010,1,4,1,00013,0,01,047,00000,'FURNACE BRANCH',NULL,'MILLVILLE ROAD','1.25 MI S OF MD 12',99.99,1.979,0,NULL,0,38.00000,-70.00000,5,3,02,02,09,2015,2,0,59,2015,0,6.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,7,01,0,00,2,0,6.7,4,8.1,0.3,0.3,6.7,7.3,99.99,N,0,N,99.9,0,8,8,8,7,N,8,97.2,8,97.2,8,5,N,5,9,8,31,1,9.1,919,24,N,Y48,N,NULL,0917,NULL,154,15,169,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,NULL,N,6,0,0,10,0,NULL,Y,5,72,2035,NULL,N,24,G,8,59.13
24,200000WOOP01010,1,4,1,00583,0,01,047,00000,'CANAL',NULL,'OCEAN PARKWAY','1000 NORTH OF MD 90',99.99,0,0,NULL,0,38.00000,-70.00000,10,3,02,02,08,1970,2,0,5956,2015,0,9.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,22,0,00,1,0,7.5,8.2,9.8,1.5,1.5,7.5,11,99.99,N,0,N,99.9,0,7,7,5,7,N,0,71.7,0,42.6,5,2,N,5,7,8,31,1,NULL,919,12,N,Y48,N,NULL,1017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,2017,2,6,8,8,5,0,NULL,Y,5,7268,2035,NULL,N,24,F,5,107.8
24,100000020004015,1,1,1,00695,0,05,003,00000,'IS 97',NULL,'IS 695 IL','0.63 MI S OF MD 648E',99.99,0.18,1,0069500000,0,39.00000,-70.00000,2,3,01,01,11,1957,2,4,92102,2009,5,12.2,0,25,0,1,1,0,N,5,N,0,0,A,1,1,3,02,0,00,2,0,12.2,35.1,66.1,0,0,12.2,13.2,99.99,H,5.18,H,3.7,4.3,7,6,6,N,N,1,89.8,1,54,6,7,6,5,N,6,31,1,66.1,1019,24,N,N,N,NULL,NULL,NULL,1062,106,1168,NULL,NULL,NULL,NULL,1,R,1,NULL,1,0,1973,1,6,0,0,8,0,1,Y,N,50172,2026,NULL,N,24,F,6,872.52
24,100000020007010,1,3,1,00002,0,05,003,00000,'MARLEY CREEK',NULL,'MD 2','0.13 M N OF PHELPS AVENUE',99.99,55.993,1,2000200000,0,39.00000,-70.00000,3,3,01,01,14,1936,4,0,23961,2009,4,37.5,0,20,0,1,1,1,1,5,0,0,0,A,1,5,1,04,0,00,1,0,30.5,9.8,11,0,0,37.7,38.3,99.99,N,0,N,99.9,0,6,6,5,5,N,1,99.9,1,78,5,9,N,5,9,8,NULL,NULL,NULL,1119,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,1,0,0,1,6,0,0,8,0,5,Y,7,28618,2026,NULL,N,24,F,5,421.3
24,100000020009010,1,3,7,00002,0,05,003,00000,'BOULTERS WAY',NULL,'US 50  RAMP 6','1.38 MI E OF MD 783',99.99,19.533,1,NULL,0,39.00000,-70.00000,2,3,01,01,12,1953,3,2,2833,6,9,12.2,0,33,0,1,1,1,1,5,N,0,0,A,1,1,4,02,0,00,1,0,9.1,36.6,39,0,0,12.8,14,99.99,H,4.27,H,2.4,2.4,7,6,6,N,N,1,79.4,1,47.6,6,4,4,5,N,8,35,1,53,1219,24,N,N,N,NULL,NULL,NULL,353,35,388,NULL,NULL,NULL,NULL,0,N,1,NULL,0,0,1996,1,6,0,0,8,0,NULL,Y,N,3266,26,NULL,N,24,F,6,546
24,100000020010010,1,3,1,00002,0,05,003,00000,'SOUTH RIVER',NULL,'MD 2','0.86MI N OF MD 253',4.57,29.075,1,2000200000,0,39.00000,-70.00000,24,3,01,01,14,1983,4,0,53221,2009,5,29,2,0,0,1,1,1,1,5,1,16.2,42.7,A,5,5,3,02,0,00,26,0,11,48.8,752.2,1.5,0,22.9,25.3,99.99,N,0,N,0,0,6,6,6,7,N,1,59,1,35.4,6,9,N,5,9,8,35,1,752.2,919,24,N,Y48,N,NULL,0516,NULL,12276,1228,13504,NULL,NULL,NULL,NULL,0,N,2,NULL,1,0,0,1,1,0,0,8,0,5,Y,8,69521,2029,NULL,N,24,F,6,19030.66
24,100000020031010,1,1,1,00595,0,05,003,01600,'SOUTH HAVEN ROAD',NULL,'IS 595','0.73 MI W OF IS 97',99.99,9.976,1,0059500000,0,39.00000,-70.00000,2,3,01,01,11,1950,6,2,101670,2009,5,39.6,3,38,0,1,1,1,1,5,N,0,0,A,1,1,3,02,0,00,1,0,19.4,19.2,19.2,0,0,38.7,40.8,99.99,H,4.88,H,4.5,4.5,7,7,6,N,N,1,99.9,1,60.8,6,9,7,5,N,8,NULL,NULL,NULL,120,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,N,2,NULL,1,0,1993,1,1,0,1,7,1,1,Y,N,166110,2029,NULL,N,24,F,6,783.36
24,100000020047020,1,3,1,00170,0,05,003,00000,'KITTEN BRANCH',NULL,'MD 170','0.3 MILE NORTH OF MD 995',99.99,11.826,1,2017000000,0,39.00000,-70.00000,16,3,01,01,14,1947,4,0,42631,2009,4,18.3,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,0,0,16.8,6.7,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,5,6,0,32.7,0,32.7,6,N,N,5,8,8,NULL,NULL,NULL,1119,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,N,2,NULL,1,0,1954,N,N,N,N,8,0,5,Y,8,47920,2026,NULL,N,24,F,6,122.61
24,100000020050010,1,3,1,00176,0,05,003,00000,'PINEY RUN',NULL,'MD 176','0.47 MI E OF MD 295',99.99,0.434,0,2017600000,0,39.00000,-70.00000,8,3,01,01,17,1949,2,0,2452,2009,4,13.4,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,14.7,7.9,8.5,0,0,14.7,15.6,99.99,N,0,N,99.9,0,5,6,6,6,N,2,51.7,2,33.6,6,9,N,5,9,8,35,1,8.5,1119,24,N,N,N,NULL,NULL,NULL,86,9,95,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,1987,1,6,0,0,8,0,5,Y,8,3023,2026,NULL,N,24,F,5,132.6
24,100000020061010,1,1,1,00097,0,05,003,00000,'MD 176 (DORSEY ROAD)',NULL,'IS 97','0.78 MI S OF MD 648E',99.99,23.813,1,0009700000,0,39.00000,-70.00000,2,3,01,01,11,1955,8,4,105110,2009,9,49.7,0,53,0,1,1,1,1,5,N,0,0,A,1,1,4,02,4,02,4,0,10.1,21.9,82.6,0,0,46,47.2,99.99,H,4.88,H,2.4,2.4,7,6,7,N,N,1,68,1,40.8,6,9,4,5,N,8,NULL,NULL,0,120,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,N,2,NULL,1,0,1995,1,0,0,0,10,1,1,Y,N,110819,2026,NULL,N,24,F,6,3898.72
24,100000020074010,1,3,1,0648E,0,05,003,00000,'MARLEY CREEK',NULL,'MD 648E','0.11 MI S OF MD 270',99.99,2.671,0,2064805000,0,39.00000,-70.00000,8,3,01,01,16,1976,4,0,19703,2017,5,18.9,0,37,0,1,1,1,1,5,0,0,0,A,5,5,4,02,0,00,4,0,18.9,19.5,71.9,1.6,1.6,18.9,22.6,99.99,N,0,N,99.9,0,6,6,6,6,N,1,61.7,1,37.2,6,6,N,5,7,8,NULL,NULL,0,1219,24,N,Y48,N,NULL,0717,NULL,0,0,0,NULL,NULL,NULL,NULL,0,N,2,NULL,0,0,0,1,1,0,0,8,0,5,Y,8,30593,2039,NULL,N,24,F,6,1624.94
24,100000020109012,1,3,1,00010,0,05,003,00000,'FURNACE CREEK',NULL,'MD 10 SBR','0.38 MI N OF MD 270',99.99,8.655,1,2001000000,0,39.00000,-70.00000,2,3,01,01,12,1973,3,0,47240,2009,5,15.9,0,0,0,0,1,1,1,5,0,0,0,A,1,5,4,02,0,00,3,0,19.2,16.8,45.7,0,0,19.4,20.3,99.99,N,0,N,99.9,0,6,6,6,6,N,1,70.7,1,42.2,6,9,N,5,8,8,NULL,NULL,NULL,1219,24,N,Y48,N,NULL,0717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,L,1,NULL,1,0,0,1,1,0,0,8,0,5,Y,8,62040,2029,NULL,N,24,F,6,927.71
24,100000020131013,1,1,1,00195,0,05,003,00000,'MD 295 SBR RAMP B',NULL,'IS 195 EBR','0.83 MILE NORTH OF MD 170',99.99,2.19,1,0019500000,0,39.00000,-70.00000,0,3,01,01,11,1990,2,1,56601,2009,6,13.4,0,60,1,1,1,1,1,5,N,0,0,A,1,1,3,02,0,00,1,0,13.4,37.5,39,0,0,13.4,14.6,99.99,H,5.18,H,3.7,4.6,7,7,6,N,N,1,99.9,1,85.7,6,9,8,5,N,8,NULL,NULL,NULL,1119,24,N,N,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,R,1,NULL,1,0,0,1,1,0,1,8,1,1,Y,N,82001,2029,NULL,N,24,F,6,569.4
